,Komponente,Label
335,"Die BTU setzt sich für ein demokratisches, tolerantes und weltoffenes Brandenburg, für eine vielfältige und solidarische Gesellschaft ein, in der Hass und Hetze keinen Platz haben. Sie unterstützt die Initiative ""Brandenburg zeigt Haltung!""
",/Behauptung
336," Jeder Mensch hat von Gott und vor Gott die gleiche Würde. Dafür stehen wir ein.""
",/Behauptung
337,	Es ist alles schon mal dagewesen.,/Behauptung
338,"Wer jetzt nicht aufsteht, der hat nichts verstanden. Es ist fünf Minuten vor zwölf.
",/Behauptung
339,"Wir als Veranstaltende des U&D Zollernalb bekennen uns ausdrücklich zu einer vielfältigen Gesellschaft und solidarisieren uns deshalb mit diesen Kundgebungen.
",/Behauptung
340," Dabei ist es in kleinen Städten ? gerade in Ostdeutschland ? häufig viel schwerer und gefährlicher, Demos gegen verfassungsfeindliche Bestrebungen auf die Beine zu stellen.",/Behauptung
341,"Die rechtsextreme Partei positioniert sich immer wieder gegen Arbeitnehmer*innenrechte, soziale Sicherheit oder eine gerechte Steuerpolitik und sie hetzt gegen Geflüchtete, Erwerbslose und alle, die nicht in ihr völkisch-nationalistisches Weltbild passen.",/Behauptung
342,Wir müssen in dieser Region ein klares Zeichen gegen rechts setzen. ,/Behauptung
343,"Der trägerverBUNT, das Netzwerk für Demokratie und Vielfalt im Landkreis Bautzen, lädt gemeinsam mit einem Bündnis aus Gewerkschaften, Sozialverbänden, Kirchen und Initiativen zur 2. großen Demonstration gegen Rechtsextremismus ein",/Behauptung
344,"Es ist gut zu sehen, dass jedes Jahr mehr Menschen am Gedenken für die am 3. März 1943 nach Auschwitz deportierten Solinger Sinti und Jenischen teilnehmen.",/Behauptung
345,"Die Geschichte der Menschheit ist gefüllt von unfassbaren Grausamkeiten, die Menschen anderen Menschen angetan haben.",/Behauptung
346,"ZUHÖREN! Diese Worte lassen weder Zweifel noch Interpretationspielraum zu. 
",/Behauptung
347,"Wir sind entsetzt, dass es in unserem Kulturland Deutschland Menschen gibt, die darüber spekulieren, Menschen anderer Kulturen und Herkommen auszuweisen. Dieses Gedankengut hat unter uns keinen Platz, und wir verabscheuen es.",/Behauptung
348,"Nun, man kann von solchen Umfragen halten was man will. Aber die AfD liest sie auch und sehr oft verwendeten sie sie auch.",/Behauptung
349,Wir im Renchtal stehen für Gastfreundschaft und Offenheit.,/Behauptung
350,An alle Demokraten! Es ist höchste Zeit zu handeln! Über Parteigrenzen hinweg.,/Behauptung
351,"Im Streit um die Berichterstattung von «Correctiv» über ein Treffen rechter Kreise in Potsdam hat das Landgericht Hamburg auf Antrag des Juristen und CDU-Mitglieds Ulrich Vosgerau eine einstweilige Verfügung erlassen.
",/Behauptung
352,"nicht vereinbar.
",/Behauptung
353," In den Protokollen der Weisen von Zion, in den Gesetzen zum Schutze des deutschen Blutes und der",/Behauptung
354,"Seit einem Monat gehen Menschen bundesweit gegen die AfD auf die Straße, gegen Ausgrenzung und Menschenfeindlichkeit, auch in Mecklenburg-Vorpommern.
",/Behauptung
355,"Um eine demokratische Gesellschaft zu bewahren, muss eine antifaschistische Haltung Konsens sein.
",/Behauptung
356,"Rassismus ist keine Meinung, sondern ein Verbrechen!",/Behauptung
357,??Die Veröffentlichung der CORRECTIV Recherchen zu einem ,/Behauptung
358,"	In der ganzen Bundesrepublik gingen und gehen Menschen aus der Zivilbevölkerung gemeinsam auf die Straße, um ein Zeichen gegen Deportationspläne, gegen Faschismus und Rassismus, gegen Ausgrenzung sowie gegen die Untergrabung unserer Demokratie zu setzen.",/Behauptung
359,"Die Normalisierung des Faschismus ist mittlerweile weit in bürgerliche Kreise vorgedrungen. 
",/Behauptung
360,"So etwas dürfe aber nicht mehr passieren, fordern die Akteure und Politiker, daher: #niewiederistjetzt. 
",/Behauptung
361,"Es ist höchste Zeit, dass die Zivilgesellschaft für Demokratie einsteht.",/Behauptung
362,"Wir lassen nicht zu, dass die AfD unwidersprochen ihren Rassismus verbreitet!
",/Behauptung
363,"Es ist an der Zeit, gemeinsam für eine offene, inklusive, demokratische Gesellschaft einzustehen",/Behauptung
364,"Die Freiheit, der Zusammenhalt und die Demokratie in Deutschland stehen auf dem Spiel.",/Behauptung
365,"Aufstehen gegen Rechts, gegen Faschismus!
Aufstehen für unsere Demokratie, für eine vielfältige, offene und demokratische Gesellschaft.
",/Behauptung
366,"Es ist an der Zeit, entschieden gegen die Verbreitung von Hass und rassistischen Ansichten einzutreten.",/Behauptung
367,"machen: nicht mit uns.""
",/Behauptung
368,"Lüdinghausen und Seppenrade haben heute ein starkes Signal für Menschlichkeit, Respekt und Zusammenhalt gesetzt. Wir danken allen Unterstützenden für diesen wunderbaren Moment demokratischen Zusammenhalts.
",/Behauptung
369,"Was RTL Sport auf Youtube mit der Überschrift - Peter Fischer mit deutlichen Worten zur aktuellen politischen Lage in Deutschland. #fischer #sge - tarnt, ist nichts anderes als die öffentliche Aufforderung zu Straftaten!
",/Behauptung
370,"enn die #AfD sich durchsetzt, gibt es keine Lieferdienste mehr. Liefern Weidel und Höcke dann deine Pizza aus? Wir zeigen den Rechten die rote Karte. ",/Behauptung
371,"Die Mehrheit der Menschen stünde hinter der Verfassung, sagte Konstantin von Notz, Vize-Fraktionsvorsitzender der Grünen im Bundestag, im Gespräch mit NDR Info",/Behauptung
372,"ie Correctiv-Recherche wirft unter anderem die Frage auf, inwieweit Müller seinen Job im Bundestag womöglich nutzt, um an entsprechende Informationen zu gelangen.
",/Behauptung
373, Für diese Werte stehen wir als gesetzliche Unfallversicherung ein. ,/Behauptung
374,"Die christliche Grundhaltung ist unvereinbar mit Rassismus und Fremdenfeindlichkeit."" ",/Behauptung
375,"Das Demokratische Netzwerk Hunsrück Hochwald e.V. mit ihrer 1. Vorsitzenden @monjaroepke ? hatte zur Mahnwache am Schleiferplatz am heutigen Sonntag nach Idar aufgerufen und der Platz war voll ? von Menschen ?????, die gegen Rechts ein starkes Zeichen setzten ",/Behauptung
376,"Enthüllungen des Rechercheteams rund um @correctiv_org belegen Erschütterndes: Rechtsextreme aus AfD und Identitärer Bewegung, aber auch aus anderen Organisationen trafen sich und planten die millionenfache Vertreibung und Deportation von Menschen aus Deutschland.
",/Behauptung
377,"Dieses musikalische Symbol gegen Ausgrenzung und Hass ist wichtiger und aktueller denn je.
",/Behauptung
378,"Der Fraktionsführer der NoAfD im Landtag von Sachsen-Anhalt, Ulrich Siegmund, hat an diesem Treffen teilgenommen. Damit hat er ",/Behauptung
379,"In den Jahren 2015/16 zog die AfD - erstarkt durch den Rechtsruck, der durch Bewegungen wie Pegida mitbefördert wurde - auch in den westlichen Bundesländern mit teilweise zweistelligen Ergebnissen in die Landesparlamente ein. Damals schon wurden die menschenfeindlichen Tendenzen dieser ursprünglich als eurokritisch gegründeten Partei deutlich - heute gelten drei Landesverbände als gesichert rechtsextrem, fast alle anderen als Verdachtsfälle. ",/Behauptung
380,Antisemitische Übergriffe geschehen aktuell verstärkt.,/Behauptung
381,"Gemeinsam gegen Rechts! Demokratie verteidigen!
",/Behauptung
382,"DiePläne zur Deportation von Millionen Menschen, solcher mit Migrationshintergrund als auch politischer Gegner, zeigt erneut mehr als deutlich, dass die AfD nicht auf dem Boden des Grundgesetzes steht.",/Behauptung
383,"So etwas macht Hoffnung, wir sind alles andere als alleine.",/Behauptung
384,"Unser Ziel ist es, Rassismus, Rechtsradikalismus, Faschismus und dem allgemeinen Rechtsruck in unserer Stadt und im Umkreis entgegenzutreten.
",/Behauptung
385,"Wenn wir jetzt auf die jüngsten Rechercheergebnisse von Correctiv blicken, findet sich ein Widerhall dieser",/Behauptung
386,"In den vergangenen Wochen sind gefährliche Neubildungen extrem rechter Netzwerke sichtbar geworden, die viele Menschen in unserem Land sehr beunruhigen und die Demokratie in ihren Grundsäulen bedrohen",/Behauptung
387,"Offenbar weil einige Aussagen nicht auf der Veranstaltung gefallen sind, sondern eine einordnende Bewertung von Correctiv sind.
",/Behauptung
388,"Aufstehen und öffentlich Gesicht zu zeigen gegen rechte Ideologie, rassistische Hetze und Ausgrenzung darf keine Einzelaktion sein und bleiben.",/Behauptung
389,"?Be careful what you wish for ??
(Seid vorsichtig, was ihr euch wünscht),
diese alte Weisheit trifft auf AfD-Wähler*innen und Sympathisant*innen stärker zu als auf andere Wähler*innen",/Behauptung
390,"als Bewweis dafür, was sie doch für eine tolle Partei sei. 
",/Behauptung
391,Aktuell haben wir die größte Bedrohung unserer Demokratie nach dem Zweiten Weltkrieg,/Behauptung
392,Museen sind niemals neutrale Räume,/Behauptung
393,"Rassismus, Antisemitismus, Queerfeindlichkeit und Antifeminismus gefährden all das, wofür wir uns einsetzen. ",/Behauptung
394,"Es gab in der Geschichte der Bundesrepublik noch kein Thema, das dermaßen stark mobilisiert hat. 
",/Behauptung
395,"Wir beziehen als Deutsche Aidshilfe ganz klar Position gegen Rassismus, Rechtsextremismus und alle Ideologien der Ungleichwertigkeit.",/Behauptung
396,"Wir stemmen uns entschieden gegen jede Form der Ausländerfeindlichkeit: Bereits vor über zwanzig Jahren setzten wir mit unserer damaligen Kampagne ?We like Ausländer? ein Zeichen. Die Formulierung mag provokant gewesen sein und heutiger Tonalität nicht mehr entsprechen, doch die Botschaft ist eindeutig und allzeit gültig:
",/Behauptung
397,"Denn es ist JETZT wichtiger denn je, sich gegen rechte Meinungen stark zu machen und sich für eine lebendige, offene und vielfältige Gesellschaft einzusetzen. Es gilt unsere Demokratie zu verteidigen!",/Behauptung
398,Antisemitische Übergriffe geschehen aktuell verstärkt.,/Behauptung
399,"Gerade die Vielfalt bereichert unsere Gesellschaft.
Unsere freiheitlich-demokratische Grundordnung respektiert uneingeschränkt die Würde jedes Menschen",/Behauptung
400,"""Wir wollen mit Frankenthaler Bürgern, Vertretern von Kirchen, Parteien, Gewerkschaften und  des Stadtvorstands, die ihr Kommen zugesagt haben, auch in Frankenthal ein Zeichen setzen für Toleranz, ein friedliches Zusammenleben in unserem Land und unserer Stadt"", ",/Behauptung
401,"Am 16. 02. ein ganz starkes großes Zeichen gegen Rechts, gegen die faschistoide Politik, gegen die unmenschliche Politik der #noAfD und einiger Konsorten drumherum ein lautes Zeichen setzen und deutlich ",/Behauptung
402,"Aber gegen Rassismus, Ausgrenzung, Verfolgung und Hetze zu stehen, hat nichts mit Politik zu tun. Es hat etwas mit Menschlichkeit, Toleranz, Gemeinschaft und
",/Behauptung
403,"DiePläne zur Deportation von Millionen Menschen, solcher mit Migrationshintergrund als auch politischer Gegner, zeigt erneut mehr als deutlich, dass die AfD nicht auf dem Boden des Grundgesetzes steht. Die Wortführer und Funktionäre dieser Partei hetzen, lügen und spalten - sieschüren Ängste. Sie diskreditieren die Demokratie und streben ein autoritäres System an, in dem kein Platz mehr ist für Solidarität, Menschlichkeit und Mitbestimmung.
",/Behauptung
404,Das dunkelste Kapitel der Geschichte dieses Landes darf nie vergessen werden.,/Behauptung
405,"Wir wissen um die Kontinuität der Verfolgung und Rechtlosigkeit  in der Bundesrepublik, wir sehen die aktuelle Bedrohung queerer Menschen.
",/Behauptung
406,	Die AfD ist eine Bedrohung für Deutschland.,/Behauptung
407,"	Integration, Zusammenhalt, Vielfalt und Demokratie - für diese Werte gingen am Wochenende tausende Menschen auf die Straße,",/Behauptung
408,"Jüdinnen und Juden werden attackiert und angegriffen, jüdische Einrichtungen müssen polizeilich geschützt werden. Der Übergriff auf den Friedhof in Leer ist ein Beispiel dafür.",/Behauptung
409,"Angesichts der sich verschärfenden Wirtschaftskrise nutzen Regierungen und Parteien Rassismus, um die Gesellschaft zu spalten und um den Widerstand gegen ihre Politik zu schwächen. Institutioneller Rassismus ist bittere Realität, Geflüchtete und Migrant*innen werden zu Sündenböcken für gesellschaftliche Probleme gemacht. ",/Behauptung
410,"Die Proteste im ganzen Land zeigen Wirkung. Die rechte Szene schimpft auf die Demonstrationen. Es stört sie, denn sie erkennen: WIR SIND MEHR !
",/Behauptung
411,"Heute gedenken wir Oury Jalloh, der vor 19 Jahren, am 07.01.2005, in Polizeigewahrsam in Dessau ermordet wurde.",/Behauptung
412,sich eindeutig für das Amt des Vorsitzenden des Sozialausschusses des Landtages disqualifiziert.,/Behauptung
413," Jeder hat das Recht seine Meinung zu äußern, aber die Rechte Spinner haben nicht das Recht von jedem gehört zu werden!",/Behauptung
414,"Wahrscheinlich war es die größte Demo, die Münster bisher erlebt hatte",/Behauptung
415,"rau Eva, ,,die Unterstellungen des linken Aktivisten Netzwerkes Correctiv und die ungeprüfte Weiterverbreitung und Instrumentalisierung von Correctiv Aussagen, sowie die Verbreitung von unwahren Behauptungen, stellen einen der größten und ungeheuerlichsten Medien- und Politikskandale der Bundesrepublik Deutschland dar",/Behauptung
416,"Er bietet Anlass ein Zeichen zu setzen, dass die Bedrohung unserer demokratischen Rechte nach wie vor existiert, dass queere Menschen nicht gleichwertig anerkannt und gleichberechtigt sind.
",/Behauptung
417,Vergangenen Freitag haben wir mit 1.500 weiteren Menschen ein #zeichengegenrechts gesetzt. ,/Behauptung
418,"Das Begegnungszentrum der jüdische Synagogengemeinde Köln in Chorweiler gehört zu den Gründungsmitgliedern des ?Runden Tisch Frieden"" im Stadtbezirk und ist Mitinitiator der Chorweiler Friedensglocke sowie der Chorweiler Friedenserklärung in der es heißt:
",/Behauptung
419,"	Es ist Zeit, dass wir alle, auch diejenigen, die gerade noch ruhig sind, laut die Stimme erheben und sagen, wir lassen nicht zu, dass in unserem Land wieder aussortiert wird. Nein, wir lassen das nicht zu.
",/Behauptung
420,"	Die Zeit ist längst reif für ein deutliches und lautes NEIN! Wir alle sind jetzt und in Zukunft gefordert, uns gegen rechtes Gedankengut und Hetze, Antisemitismus und Fremdenfeindlichkeit zu wehren.",/Behauptung
421,"AfD deckt auf: 686.000 illegale Ausländer leben auf unsere Kosten!
",/Behauptung
422,"Museen sind niemals neutrale Räume. Politische Bildung und Demokratieförderung gehören genauso zu den Aufgaben wie die kritische Auseinandersetzung mit den Exponaten und ihrer Geschichte. 
",/Behauptung
423,dieser Tag ein wichtiger Tag in der deutschen Geschichte.,/Behauptung
424,Der 9. November ist in Deutschland ein historisch geprägter Tag,/Behauptung
425,"	Wir glauben an Vielfalt und Demokratie. Und wem das nicht passt, der kann gerne gehen! ?",/Behauptung
426,"Viele Menschen sind entsetzt über die geheimen Deportationspläne, die von rechtsextremen Netzwerken gesponnen werden und auch in Österreich Unterstützung finden. ",/Behauptung
427,"Die Forderung der Politik nach dem Engagement der Bürgerinnen und Bürger für die Demokratie geht ins Leere, wenn seitens der demokratischen und kommunalen Institutionen nicht der Versuch unternommen wird, rechtsextremen Organisationen wie der AfD mit allen zu Geboten stehenden juristischen Mitteln entgegenzutreten.
",/Behauptung
428,"Für uns im Kreis Saarlouis werde ich alles daran setzen, dass wir es schaffen, den aktuellen Herausforderungen und Anstrengungen mit Mut und Tatkraft zu begegnen.",/Behauptung
429,"Rechtsstaatlichkeit und Demokratie stehen für Gleichheit und Freiheit, für Volkssouveränität, Pluralismus, Toleranz und sprechen sich ausdrücklich gegen Antisemitismus aus.",/Behauptung
430, Zu Zehntausenden haben wir schon zwei Mal gezeigt:,/Behauptung
431," Die Ergebnisse der jüngsten Recherchen von ?Correctiv? zeigen deutlich, dass diese Ideologien der AFD eine ernsthafte Bedrohung für den demokratischen Kern unserer Gesellschaft darstellen.???",/Behauptung
432,"Es ist deshalb an der Zeit, dass wir alle als Gemeinschaft zusammenhalten und unsere Stimmen erheben, um der Ungerechtigkeit entgegenzuwirken, Vielfalt zu schätzen und zu feiern. Es reicht nicht aus, nur nicht rassistisch zu sein. Wir müssen aktiv antirassistisch sein ? Der Kampf gegen Rassismus erfordert Mut, Ausdauer und Solidarität. Es ist ein Kampf, den wir gemeinsam führen müssen, als Gemeinschaft, als Gesellschaft und als Menschheit. Wir müssen uns dafür einsetzen, dass jeder Mensch respektiert und geschätzt wird, unabhängig von seinem kulturellen Hintergrund oder seiner Identität. In diesem Kampf dürfen wir nicht nachlassen.? Cuxhaven ist bunt! #wirsindmehr
",/Behauptung
433,"Die Mehrheit der Menschen stünde hinter der Verfassung,",/Behauptung
434,"lautes und friedliches Zeichen für ein solidarisches Miteinander in einer vielfältigen Gesellschaft gesetzt haben.

#NieWiederIstJetzt #md1702
",/Nicht-argumentativer Text
435,"Hand-in-Hand gegen die AfD ? Kein Bock auf Nazis in Jüterbog!

Am 16.03. wird die rechtsextreme AfD Brandenburg ihren Marathon der Parteitage, der über drei Wochenenden ",/Nicht-argumentativer Text
436,"»What Would Charlie Chaplin Do?« 8. Februar 2024 / Blätterchefin / Keine Kommentare Autor Norbert Aping über den Rechtsruck in der Gesellschaft, was wir aus Filmklassikern darüber lernen können und was Charlie Chaplin jetzt getan hätte. Der bislang beste Film gegen das Wesen faschistischer Di...
",/Nicht-argumentativer Text
437,"??????? Gemeinsam für Demokratie, Vielfalt, Menschenrechte und Weltoffenheit. Mehr als 100 Organisationen, Bündnisse, Einrichtungen und Initiativen rufen mittlerweile zur Kundgebung und Demonstration am Samstag dem 17.02.2024 in Magdeburg auf.
#vielfalt #md1702 #demokratie #solidarität #vielfalt
	
	
	
	
	
	
	
	
	
	? DEMOKRATIE VERTEIDIGEN! ?

Teilen erwünscht!

Kundgebung gegen Rechtsextremismus! 
? 18.02.2024 
? 15:30 Uhr 
?35435 Wettenberg, Krofdorf-Gleiberg, Parkplatz Turnhallenstraße 

Bringt eure Freund:innen, Verwandten, Bekannten, Kolleg:innen, Vereinskamerad:innen etc. mit. 

WETTENBERG BLEIBT BUNT! 
JA zur Demokratie! NEIN zum Rechtsextremismus!
????
",/Nicht-argumentativer Text
438,"#Antisemitismus #Stolpersteine #NieWieder #Niewiederistjetzt #gegendasvergessen #Holocaust #Auschwitz   #WeRemember #NeverAgainIsNow #niewiederfaschismus #NoNazis #NoAfD #WirsinddieBrandmauer
	
	
	Großeinsatz in Baden-Württemberg: Schülerin bei Gewalttat in Schule getötet, mutmaßlicher Täter flüchtig ? Polizei geht von Beziehungstat aus.
	
	Auch die AWO Sachsen war mit vielen Kolleginnen und Kollegen vom Team #echtAWO am Sonntag auf der Straße, wie hier in Pirna.

VIELEN DANK!

#ZusammengegenRechts #wirsindmehr
	Konstantin Wecker in einer tollen Live-Version ""Sage Nein!""",/Nicht-argumentativer Text
439,"#AufstehenGegenRechts #fckafd #AfDsindFaschisten #wirsindmehr 
#DeutschlandStehtAuf #LAUTgegenRechts #NieWieder #Niewiederistjetzt #noNazis #noAfD  #AfDVerbotJETZT!  #WirSindDieBrandmauer #niewiederfaschismus #ms1602",/Nicht-argumentativer Text
440,"Nicht nur auf Kundgebungen, bei denen zuletzt in Potsdam, Cottbus, Luckenwalde, Eberswalde, Spremberg und vielen anderen Orten tausende Menschen auf die Straße gingen. Auch die 2022 gegründete Initiative Brandenburg zeigt Haltung meldet sich zu Wort und fordert zu Widerstand gegen Rechtsextremismus und unverhohlenem Rassismus auf. Eine gleichlautende Petition hat seit ihrem Start am Dienstag über 3000 Unterstützende gefunden. Zu den Erstunterzeichnern gehörten u.a. Verbände, Gewerkschaften, Unternehmerinnen und Unternehmer, Kirchen, Wissenschafts- und Kultureinrichtungen und viele Vereine aus allen Landesteilen. 

Ministerpräsident Dietmar Woidke hat den Initiatoren um den Verein Neues Potsdamer Toleranzedikt gedankt und ruft zu einer breiten Beteiligung der Zivilgesellschaft auf: ""Machen Sie mit, stehen Sie auf gegen Rechtsextremismus und Intoleranz. Treten Sie ein für Demokratie, Weltoffenheit und Freiheit. Nur das sichert eine weiterhin gute Entwicklung unseres Landes.""

Noch ein Hinweis: Auch an diesem Wochenende finden in vielen Brandenburger Städten und Gemeinden wieder Kundgebungen für Demokratie und Vielfalt statt. Eine Termin-Übersicht haben unsere Kollegen vom Team Tolerantes Brandenburg im Angebot.
",/Nicht-argumentativer Text
441,"?Seid Menschen!?, sagt Margot Friedländer. Die Berlinerin hat den Holocaust überlebt und spricht als Zeitzeugin mit jungen Menschen.
	
	
	
	
	
	
	
	
	
	
	
	
	English will Follow 
?????? ????? ???? ??? ?????? ???????? ????? ??????? ???? ?? ?????? ???? ??? ??? ?? ?????, ??? ????? ???????. ?????? ??? ?????????? ???? ????? ??? ??? ???? ??? ??? ????? ??? ?????? ????? ????? ?????? ?? ?????, ????? ??????? ?? ??????. ???? ??? ??????? ???? ???????? ??? ?? ?? ?????? ?? ?????? ?? ????? ?????? ??? ?????? ??? ????
?????? ?????? ??????. ???? ??? ?? ?????? ?????? ???? ??? ?????? ????. 
?????? ?????? ???? ????? ?????. ???? ??????. 
-/-

In these difficult times since October seventh, we continue to",/Nicht-argumentativer Text
442,"Das Bündnis gegen Rechts im Kreis Gütersloh ruft für Samstag, 16. März, erneut zu einer Demonstration gegen Rechtsextremismus auf.
	
	
	
	2000 Menschen demonstrierten heute Abend in @mosbach.de gegen die Afd, Faschismus und für die Demokratie. 

#niewiederistjetzt #gegendenfaschismus #gruenebw #gruene
",/Nicht-argumentativer Text
443,	Simon & Jan - Merch: https://simonundjan.myshopify.com/Alben kaufen: https://simonundjan.bandcamp.comMehr:=:https://simonundjan.bandcamp.comMehr/ davon? Abonniere unseren YouTube-Account:https://ww...:=:http://l.facebook.com/l.php?u=https%3a%2f%2fww,/Nicht-argumentativer Text
444,"	Start und Aufstellung: Philipp-Schneider-Str Laufstrecke ca. 2,6 km ca 50 min (Änderungen vorbehalten)
	
	
",/Nicht-argumentativer Text
445,"Fotos © Zeynel Dönmez

? Der Beitrag dient ausschließlich Informationszwecken, nicht der öffentlichen Diskussion.
Wir bedauern, dass eine sachliche Diskussion zum Thema offenbar nicht möglich ist.
Vielen Dank für euer Verständnis
Ansbach Inside
",/Nicht-argumentativer Text
446,"Keinen Meter der AfD ? Protest gegen den Neujahrsempfang der #NoAfD am 16.2. in #Münster! - Hier der Aufruf des Bündnisses ""Keinen Meter den Nazis"":
https://keinenmeter.noblogs.org/post/2024/02/01/keinen-meter-der-afd-protest-gegen-den-neujahrsempfang-der-afd-am-16-2-in-muenster/

#AufstehenGegenRechts #fckafd #AfDsindFaschisten #wirsindmehr 
#DeutschlandStehtAuf #LAUTgegenRechts #NieWieder #Niewiederistjetzt #noNazis #AfDVerbotJETZT!  #ms1602",/Nicht-argumentativer Text
447,"Eure DONOTS
	Siegen-Wittgenstein ist weltoffen und bunt. Aus diesem Grund rufen die Bürgermeisterin und alle Bürgermeister sowie der Landrat des Kreises Siegen-Wittgenstein die Menschen zur Teilnahme an der",/Nicht-argumentativer Text
448,"https://link.spd.de/StarkeDemokratieFB:=:https://mitgliedwerden.spd.de/ 

#WirSindMehr #DemokratieSchützen #NoAfD",/Nicht-argumentativer Text
449,"Durch das Informationsfreiheitsgesetz des Bundes und der jeweiligen Länder wird Dir ein Anspruch auf...
",/Nicht-argumentativer Text
450,"Stark gegen Rechts! ? Bürgerinnen und Bürger von Rheinbach setzten heute ein kraftvolles Zeichen gegen rechtsextreme Tendenzen unter dem Motto ?Nie wieder ist jetzt?. Ein herzlicher Dank geht an SPD, CDU, UWG und FDP für die gemeinsame Organisation. Besonderer Dank gilt den Landtagsabgeordneten Martin Metz (B90/DIE GRÜNEN) und Oliver Krauß (CDU) für ihre Präsenz.
?? Nils Lenke von Bündnis 90/DIE GRÜNEN betonte in seiner ",/Nicht-argumentativer Text
451,"#Münster: Bündnis begrüßt Aufruf der Münsteraner Sozialverbände zum Protest  am 16. Februar in Münster gegen die extrem rechte AfD: ?Beeindruckendes Zeichen der Geschlossenheit und Solidarität!?

Mehr dazu hier:
https://muenstertube.wordpress.com/2024/02/02/bundnis-begrust-aufruf-der-munsteraner-sozialverbande-zum-protest-gegen-die-extrem-rechte-afd-beeindruckendes-zeichen-der-geschlossenheit-und-solidaritat/",/Nicht-argumentativer Text
452,"Hunderttausende Menschen in Deutschland sind bereits auf die Straße gegangen, um sich der AfD und anderen rechtsextremen Vereinigungen entgegen zu stellen. 

Gemeinsam für die Demokratie! Gemeinsam gegen Ausgrenzung, Diskriminierung, Menschenfeindlichkeit und Rechtsextremismus!

? ? ? ? ? ??

#hannmünden #hannmuenden #goettingen #göttingen #dransfeld #demo #demogegenrechts #nazisraus #rassismusistkeinemeinung #leavenoonebehind #fightracism #noafd #demokrateam #wirsinddiebrandmauer #wirsindmehr
	
	
	
	?Lasst uns zusammenstehen für alle, die unter Diskriminierung zu leiden haben?
Protest am 16. 2. 24 gegen Neujahrsempfang der #NoAfD in #Münster ? Aufruf zur Teilnahme von Yvonne Plöger (MuM e.V.) #MS1602 

#LAUTgegenRechts #NieWieder #Niewiederistjetzt #noNazis #noAfD  #AufstehenGegenRechts!  #WirSindDieBrandmauer #niewiederfaschismus
	#Münster. Der tägliche #Stolperstein gegen das Vergessen: Anna Kahn
Mehr zum Schicksal des Nazi-Opfers hier:
https://muenstertube.wordpress.com/2023/04/07/gedenken-an-die-opfer-des-nationalsozialismus-stolperstein-gegen-das-vergessen-in-munster-anna-kahn/",/Nicht-argumentativer Text
453,"#niewiederistjetzt
	Die IG Metall Bayern und bayme vbm ? Die bayerischen Metall- und Elektro-Arbeitgeber positionieren sich in einer gemeinsamen Erklärung deutlich für unsere demokratischen Werte und gegen rechtsradikale Hetze. Und wir sind den hunderttausenden Menschen dankbar, die in den vergangenen Wochen für unsere Demokratie auf die Straße gegangen sind und weiterhin gehen. Hier findet ihr unsere vollständige Erklärung: https://bayern.igmetall.de/download/20240305_Erklaerung_IGM_vbm_Demokratie_Rechtsradikalismus.pdf",/Nicht-argumentativer Text
454,"Bahnhof Neustadt/Leipziger Bahnhof selbst war ein wichtiger Verkehrsknotenpunkt des ?Dritten Reichs?, von dem aus hunderte Jüdinnen und Juden aus Dresden nach Auschwitz in den Tod deportiert wurden.Am 27. Januar laden wir Euch zu einem Gedenkrundgang ein, welcher 13 Uhr auf dem Neumarkt startet und wie in den Jahren zuvor am Bahnhof DD-Neustadt endet. Auf dem Weg werden wir mehrere Redebeiträge verschiedener Gruppen hören. Am Bahnhofsvorplatz werden wir wieder musikalisch umrahmt die Möglichkeit geben, Blumen niederzulegen, innezuhalten und der Opfer des Nationalsozialismus zu gedenken. 

Kein Vergeben, kein Vergessen!
Nie wieder Faschismus!
	
	Wir unterstützen die Kundgebung der Rotenburger OMAS GEGEN RECHTS am kommenden Sonntag! Gehen wir hin und zeigen deutlich und laut: #WirSindMehr! #demokratie #rotenburgwuemme #noafd
",/Nicht-argumentativer Text
455,"#aufstehengegenrechts 
#gegenrechts
	
	
	#niewiederistjetzt #saytheirname #gegenrechtsextremismus #gegenrechts #nohate #wirsinddiebrandmauer #wirsindmehr
	
	
	
	
	#gemeinsamgegenrechts
#niewiederistjetzt
#dsbn0302",/Nicht-argumentativer Text
